FromC,ToC,From,To,Time,Distance,Cost,Mode,fromProvince,toProvince
1,58,Kepulauan Seribu,Pekalongan,9.256931843118203,388.0813201670527,29.81353827074089,0,DKI Jakarta,Jawa Tengah
1,58,Kepulauan Seribu,Pekalongan,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Tengah
1,58,Kepulauan Seribu,Pekalongan,0.0,0.0,0.0,2,DKI Jakarta,Jawa Tengah
1,59,Kepulauan Seribu,Pemalang,8.544138875596989,338.60364356707885,8.471191556471776,0,DKI Jakarta,Jawa Tengah
1,59,Kepulauan Seribu,Pemalang,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Tengah
1,59,Kepulauan Seribu,Pemalang,0.0,0.0,0.0,2,DKI Jakarta,Jawa Tengah
1,60,Kepulauan Seribu,Tegal,8.06020555763735,325.06405682348924,13.625950932774858,0,DKI Jakarta,Jawa Tengah
1,60,Kepulauan Seribu,Tegal,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Tengah
1,60,Kepulauan Seribu,Tegal,0.0,0.0,0.0,2,DKI Jakarta,Jawa Tengah
1,61,Kepulauan Seribu,Brebes,8.309891119351725,297.62923041678266,20.40460561926864,0,DKI Jakarta,Jawa Tengah
1,61,Kepulauan Seribu,Brebes,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Tengah
1,61,Kepulauan Seribu,Brebes,0.0,0.0,0.0,2,DKI Jakarta,Jawa Tengah
1,62,Kepulauan Seribu,Kota Magelang,12.274400724042657,548.3207373747493,60.91693206275656,0,DKI Jakarta,Jawa Tengah
1,62,Kepulauan Seribu,Kota Magelang,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Tengah
1,62,Kepulauan Seribu,Kota Magelang,0.0,0.0,0.0,2,DKI Jakarta,Jawa Tengah
1,63,Kepulauan Seribu,Kota Surakarta,12.774891362322757,555.1729539562776,9.971764460744588,0,DKI Jakarta,Jawa Tengah
1,63,Kepulauan Seribu,Kota Surakarta,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Tengah
1,63,Kepulauan Seribu,Kota Surakarta,0.0,0.0,0.0,2,DKI Jakarta,Jawa Tengah
1,64,Kepulauan Seribu,Kota Salatiga,11.592883440602536,524.1063357941505,59.8227895050928,0,DKI Jakarta,Jawa Tengah
1,64,Kepulauan Seribu,Kota Salatiga,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Tengah
1,64,Kepulauan Seribu,Kota Salatiga,0.0,0.0,0.0,2,DKI Jakarta,Jawa Tengah
1,65,Kepulauan Seribu,Kota Semarang,11.224539603682256,457.94642277789734,14.130592412391989,0,DKI Jakarta,Jawa Tengah
1,65,Kepulauan Seribu,Kota Semarang,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Tengah
1,65,Kepulauan Seribu,Kota Semarang,0.0,0.0,0.0,2,DKI Jakarta,Jawa Tengah
1,66,Kepulauan Seribu,Kota Pekalongan,8.715964551784793,371.0880311129713,13.494942700380932,0,DKI Jakarta,Jawa Tengah
1,66,Kepulauan Seribu,Kota Pekalongan,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Tengah
1,66,Kepulauan Seribu,Kota Pekalongan,0.0,0.0,0.0,2,DKI Jakarta,Jawa Tengah
1,67,Kepulauan Seribu,Kota Tegal,7.260437389175757,309.3944705049522,12.738043552718322,0,DKI Jakarta,Jawa Tengah
1,67,Kepulauan Seribu,Kota Tegal,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Tengah
1,67,Kepulauan Seribu,Kota Tegal,0.0,0.0,0.0,2,DKI Jakarta,Jawa Tengah
1,68,Kepulauan Seribu,Kulon Progo,11.73591085581224,491.8803320514593,11.168133538555916,0,DKI Jakarta,DI Yogyakarta
1,68,Kepulauan Seribu,Kulon Progo,0.0,0.0,1000000.0,1,DKI Jakarta,DI Yogyakarta
1,68,Kepulauan Seribu,Kulon Progo,0.0,0.0,0.0,2,DKI Jakarta,DI Yogyakarta
1,69,Kepulauan Seribu,Bantul,12.280290983140901,532.4665821317692,12.002085774434276,0,DKI Jakarta,DI Yogyakarta
1,69,Kepulauan Seribu,Bantul,0.0,0.0,1000000.0,1,DKI Jakarta,DI Yogyakarta
1,69,Kepulauan Seribu,Bantul,0.0,0.0,0.0,2,DKI Jakarta,DI Yogyakarta
1,70,Kepulauan Seribu,Gunung Kidul,14.183267714527533,601.959655948395,26.58464921830984,0,DKI Jakarta,DI Yogyakarta
1,70,Kepulauan Seribu,Gunung Kidul,0.0,0.0,1000000.0,1,DKI Jakarta,DI Yogyakarta
1,70,Kepulauan Seribu,Gunung Kidul,0.0,0.0,0.0,2,DKI Jakarta,DI Yogyakarta
1,71,Kepulauan Seribu,Sleman,12.503113187413305,526.0076871272123,12.049298649516116,0,DKI Jakarta,DI Yogyakarta
1,71,Kepulauan Seribu,Sleman,0.0,0.0,1000000.0,1,DKI Jakarta,DI Yogyakarta
1,71,Kepulauan Seribu,Sleman,0.0,0.0,0.0,2,DKI Jakarta,DI Yogyakarta
1,72,Kepulauan Seribu,Yogyakarta,12.238578616159687,518.6686662597742,11.669095828068924,0,DKI Jakarta,DI Yogyakarta
1,72,Kepulauan Seribu,Yogyakarta,0.0,0.0,1000000.0,1,DKI Jakarta,DI Yogyakarta
1,72,Kepulauan Seribu,Yogyakarta,0.0,0.0,0.0,2,DKI Jakarta,DI Yogyakarta
1,73,Kepulauan Seribu,Pacitan,15.835006534386752,663.2636820324175,33.453724625186055,0,DKI Jakarta,Jawa Timur
1,73,Kepulauan Seribu,Pacitan,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Timur
1,73,Kepulauan Seribu,Pacitan,0.0,0.0,0.0,2,DKI Jakarta,Jawa Timur
1,74,Kepulauan Seribu,Ponorogo,16.50945980236977,687.3310962034783,16.01977737453955,0,DKI Jakarta,Jawa Timur
1,74,Kepulauan Seribu,Ponorogo,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Timur
1,74,Kepulauan Seribu,Ponorogo,0.0,0.0,0.0,2,DKI Jakarta,Jawa Timur
1,75,Kepulauan Seribu,Trenggalek,18.941715438639378,803.2300048960528,14.759440887915195,0,DKI Jakarta,Jawa Timur
1,75,Kepulauan Seribu,Trenggalek,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Timur
1,75,Kepulauan Seribu,Trenggalek,0.0,0.0,0.0,2,DKI Jakarta,Jawa Timur
1,76,Kepulauan Seribu,Tulungagung,18.12936442215357,779.3733727354952,13.563387481432045,0,DKI Jakarta,Jawa Timur
1,76,Kepulauan Seribu,Tulungagung,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Timur
1,76,Kepulauan Seribu,Tulungagung,0.0,0.0,0.0,2,DKI Jakarta,Jawa Timur
1,77,Kepulauan Seribu,Blitar,19.12321678067916,820.6537541998398,39.17500982546909,0,DKI Jakarta,Jawa Timur
1,77,Kepulauan Seribu,Blitar,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Timur
1,77,Kepulauan Seribu,Blitar,0.0,0.0,0.0,2,DKI Jakarta,Jawa Timur
1,78,Kepulauan Seribu,Kediri,17.60882644827902,745.1198648571233,12.988268220793884,0,DKI Jakarta,Jawa Timur
1,78,Kepulauan Seribu,Kediri,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Timur
1,78,Kepulauan Seribu,Kediri,0.0,0.0,0.0,2,DKI Jakarta,Jawa Timur
1,79,Kepulauan Seribu,Malang,19.844062250374694,861.1551918746339,47.43499152650523,0,DKI Jakarta,Jawa Timur
1,79,Kepulauan Seribu,Malang,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Timur
1,79,Kepulauan Seribu,Malang,0.0,0.0,0.0,2,DKI Jakarta,Jawa Timur
1,80,Kepulauan Seribu,Lumajang,20.362269671164956,874.0918538445443,26.320976453718465,0,DKI Jakarta,Jawa Timur
1,80,Kepulauan Seribu,Lumajang,0.0,0.0,1000000.0,1,DKI Jakarta,Jawa Timur
1,80,Kepulauan Seribu,Lumajang,0.0,0.0,0.0,2,DKI Jakarta,Jawa Timur
